Base\Фактор\Конструкційні елементи\Опорні поверхні\Конічні;isCause;Base\Фактор\Напруження\Згину\Зменшення
Base\Фактор\Температура\Робоча температура\Низька;isCause;Base\Фактор\Матеріал\Пластичність\Низька
Base\Фактор\Матеріал\Високоміцні сталі болтів\Границя міцності\1100-1400;isCause;Base\Фактор\Температура\Робоча температура\Максимальна\400
Base\Фактор\Пошкодження\Корозійне розтріскування;isCause;Base\Фактор\Міцність\За статичного навантаження\Низька
Base\Фактор\Матеріал\Високоміцні сталі болтів\Сталь1Х15Н4АМ3-Ш;isCause;Base\Фактор\Міцність\За циклічного навантаження\Висока
Base\Фактор\Покриття\Зносостійкі;isCause;Base\Фактор\Загальні напрямки підвищення надійності\Захист від механічного спрацювання деталей
Base\Фактор\Пошкодження\Знос\Втомний;SubClassOf;Base\Фактор\Пошкодження\Знос
Base\Фактор\Тертя\На упорному бурті\Мале;isCause;Base\Фактор\Згвинчуваність\Добра
Base\Фактор\Навантаження\Крутне;isCause;Base\Фактор\Напруження\Кручення
Base\Фактор\Геометричні параметри\Допуск форми\Перекос опорних поверхонь\Високоміцних сталей;isCause;Base\Фактор\Міцність\За циклічного навантаження\Низька
Base\Фактор\Геометричні параметри\Розмір\Кут профілю\Малий;isCause;Base\Фактор\Концентрація напружень\Нерівномірне навантаження по виткам різьби\Низьке
Base\Фактор\Геометричні параметри\Допуск форми\Перекос опорних поверхонь;isCause;Base\Фактор\Напруження\Згину
Base\Фактор\Змащення;isCause;Base\Фактор\Тертя\На упорному бурті\Мале
Base\Фактор\Конструкційні елементи\Різьба\Змінний середній діаметр різьби гайки;isCause;Base\Фактор\Концентрація напружень\Нерівномірне навантаження по виткам різьби\Низьке
Base\Фактор\Пошкодження\Заїдання;isCause;Base\Фактор\Тертя\На різьбі\Велике
Base\Фактор\Пошкодження\Залишкова деформація\Обрив стержня;SubClassOf;Base\Фактор\Пошкодження\Залишкова деформація
Base\Фактор\Загальні напрямки підвищення надійності\Захист при транспортуванні;isCause;Base\Фактор\Пошкодження при транспортуванні\Зменшення
Base\Фактор\Матеріал\Термообробка\Відпуск\Недостатній після гартування;isCause;Base\Фактор\Матеріал\Крихкість
Base\Фактор\Конструкційні елементи\Різьба\Асиметрична різьба;isCause;Base\Фактор\Концентрація напружень\Нерівномірне навантаження по виткам різьби\Низьке
Base\Фактор\Матеріал\Старіння сталі;isCause;Base\Фактор\Матеріал\Пластичність\Низька
Base\Фактор\Конструкційні елементи\Різьба\Розтиск останніх витків різьби ніпеля;isCause;Base\Фактор\Концентрація напружень\Нерівномірне навантаження по виткам різьби\Низьке
Base\Фактор\Технологія\Технологічні дефекти;isCause;Base\Фактор\Концентрація напружень
Base\Фактор\Складання\Контроль затягування\Контроль за моментом згвинчування;SubClassOf;Base\Фактор\Складання\Контроль затягування
Base\Фактор\Складання\Фіксація болта при згвинчуванні;isCause;Base\Фактор\Напруження\Кручення\Зменшення
Base\Фактор\Технологія\Режими обробки\Оптимальні;isCause;Base\Фактор\Міцність
Base\Фактор\Тертя\На різьбі\Мале;isCause;Base\Фактор\Згвинчуваність\Добра
Base\Фактор\Згвинчуваність\Погана;isCause;Base\Фактор\Напруження\Кручення
Base\Фактор\Загальні напрямки підвищення надійності\Захист від середовища;isCause;Base\Фактор\Середовище\Корозійне\Захист
Base\Фактор\Пошкодження\Корозійна;isCause;Base\Фактор\Міцність\Низька
Base\Фактор\Конструкційні елементи\Гайка з осьовими прорізями;isCause;Base\Фактор\Концентрація напружень\Нерівномірне навантаження по виткам різьби\Низьке
Base\Фактор\Загальні напрямки підвищення надійності\Захист від корозійного руйнування;isCause;Base\Фактор\Пошкодження\Корозійна\Низька
Base\Фактор\Покриття\Нікелеве;isCause;Base\Фактор\Температура\Робоча температура\Максимальна\900
Base\Фактор\Геометричні параметри\Розмір\Товщина гайки\Мала;isCause;Base\Фактор\Конструкційні елементи\Різьба\Форма профілю\Упорна
Base\Фактор\Згвинчуваність\Погана;Not;Base\Фактор\Згвинчуваність\Добра
Base\Фактор\Конструкційні елементи\Центруючі елементи;isCause;Base\Фактор\Напруження\Згину\Зменшення
Base\Фактор\Матеріал\Титанові сплави;isCause;Base\Фактор\Тертя\На різьбі\Велике
Base\Фактор\Покриття\Оксидне;isCause;Base\Фактор\Температура\Робоча температура\Максимальна\200
Base\Фактор\Матеріал\Матеріали з метастабільною структурою і малою пластичністю;isCause;Base\Фактор\Матеріал\Пластичність\Низька
Base\Фактор\Геометричні параметри\Розмір\Діаметр різьби\Великий;isCause;Base\Фактор\Пошкодження\Залишкова деформація\Зріз витків\Зменшення
Base\Фактор\Деталі\Гвинтова вставка;isCause;Base\Фактор\Концентрація напружень\Нерівномірне навантаження по виткам різьби\Низьке
Base\Фактор\Пошкодження\Корозійна\Низька;Not;Base\Фактор\Пошкодження\Корозійна
Base\Фактор\Геометричні параметри\Розмір\Діаметр зарізьбової канавки\Великий;isCause;Base\Фактор\Міцність\За статичного навантаження\Висока
Base\Фактор\Температура\Температура за залишкових напруженнях стиску\Висока;isCause;Base\Фактор\Міцність\За циклічного навантаження\Низька
Base\Фактор\Пошкодження при транспортуванні;Not;Base\Фактор\Пошкодження при транспортуванні\Зменшення
Base\Фактор\Навантаження\Згинаюче;isCause;Base\Фактор\Пошкодження\Втомна тріщина
Base\Фактор\Матеріал\Пластмасси;isCause;Base\Фактор\Матеріал\Корозійностійкі матеріали
Base\Фактор\Матеріал\Титанові сплави;isCause;Base\Фактор\Маса\Мала
Base\Фактор\Матеріал\Титанові сплави;isCause;Base\Фактор\Пошкодження\Крихкий злам\Уповільнене крихке руйнування\Низьке
Base\Фактор\Загальні напрямки підвищення надійності\Запобігання розгерметизації;isCause;Base\Фактор\Герметичність
Base\Фактор\Геометричні параметри\Розмір\Типорозмір різьби\Великий;Not;Base\Фактор\Геометричні параметри\Розмір\Типорозмір різьби\Малий
Base\Фактор\Технологія\Метод виготовлення\Обкатування після нарізання;isCause;Base\Фактор\Залишкові напруження\Стиску
Base\Фактор\Пошкодження\Заїдання;Not;Base\Фактор\Пошкодження\Заїдання\Зменшення
Base\Фактор\Геометричні параметри\Допуск розміру\Великий;isCause;Base\Фактор\Геометричні параметри\Посадка\З зазором
Base\Фактор\Рухомість з'єднання;isCause;Base\Фактор\Пошкодження\Самовідгвинчування
Base\Фактор\Пошкодження\Корозійна;isCause;Base\Фактор\Концентрація напружень
Base\Фактор\Навантаження\Згинаюче;isCause;Base\Фактор\Герметичність\Низька
Base\Фактор\Матеріал\Насичення атомарним воднем;isCause;Base\Фактор\Пошкодження\Крихкий злам\Уповільнене крихке руйнування
Base\Фактор\Конструкційні елементи\Розташування різьбової частини болта\Різьба болта утоплена в гайку;isCause;Base\Фактор\Концентрація напружень\Нерівномірне навантаження по виткам різьби\Низьке
Base\Фактор\Складання\Момент згвинчування\Неоптимальний\Великий;isCause;Base\Фактор\Герметичність
Base\Фактор\Матеріал\Високоміцні сталі болтів;isCause;Base\Фактор\Пошкодження\Корозійне розтріскування
Base\Фактор\Жорсткість\З'єднуваних деталей\Мала;isCause;Base\Фактор\Пошкодження\Крихкий злам\Уповільнене крихке руйнування
Base\Фактор\Концентрація напружень\Під головкою болта;SubClassOf;Base\Фактор\Концентрація напружень
Base\Фактор\Пошкодження\Залишкова деформація\Зріз стержня;Not;Base\Фактор\Пошкодження\Залишкова деформація\Зріз стержня\Зменшення
Base\Фактор\Матеріал\Бериллієві сплави;isCause;Base\Фактор\Пошкодження\Корозійна\Низька
Base\Фактор\Складання\Тертя при згвинчуванні;isCause;Base\Фактор\Складання\Момент згвинчування\Неоптимальний\Великий
Base\Фактор\Матеріал\Титанові сплави;isCause;Base\Фактор\Матеріал\Чутливість до концентрації напружень
Base\Фактор\Матеріал\Високоміцні сталі болтів\Зарізьбова канавка;isCause;Base\Фактор\Міцність
Base\Фактор\Жорсткість\З'єднуваних деталей;isCause;Base\Фактор\Напруження\Розтягу\Болта\Зменшення
Base\Фактор\Геометричні параметри\Розмір\Крок різьби\Оптимальний;isCause;Base\Фактор\Міцність\За циклічного навантаження\Висока
Base\Фактор\Навантаження\Осьове\Розтягу;isCause;Base\Фактор\Напруження\Розтягу
Base\Фактор\Деталі\Шайба\Пружинна;isCause;Base\Фактор\Пошкодження\Самовідгвинчування\Зменшення
Base\Фактор\Навантаження\Крутне\Догвинчування;isCause;Base\Фактор\Пошкодження\Залишкова деформація\Зріз витків
Base\Фактор\Матеріал\Пластмасси;isCause;Base\Фактор\Герметичність
Base\Фактор\Міцність\Низька;Not;Base\Фактор\Міцність
Base\Фактор\Геометричні параметри\Шорсткість\Висока;isCause;Base\Фактор\Концентрація напружень
Base\Фактор\Складання\Момент згвинчування\Неоптимальний\Великий;isCause;Base\Фактор\Міцність\За циклічного навантаження\Висока
Base\Фактор\Навантаження\Осьове\Розтягу;isCause;Base\Фактор\Пошкодження\Залишкова деформація\Зріз витків
Base\Фактор\Покриття\Фосфатне;isCause;Base\Фактор\Покриття\Травлення під час нанесення покриттів
Base\Фактор\Геометричні параметри\Розмір\Довжина гайки\Велика;isCause;Base\Фактор\Пошкодження\Залишкова деформація\Зріз витків\Зменшення
Base\Фактор\Пошкодження\Заїдання;isCause;Base\Фактор\Тертя\На упорному бурті\Велике
Base\Фактор\Технологія\Метод виготовлення\Накатування;isCause;Base\Фактор\Залишкові напруження\Стиску
Base\Фактор\Складання\Момент згвинчування\Оптимальний;Not;Base\Фактор\Складання\Момент згвинчування\Неоптимальний
Base\Фактор\Конструкційні елементи\Різьба\Форма профілю\Трикутна;isCause;Base\Фактор\Пошкодження\Залишкова деформація\Деформація тіла гайки
Base\Фактор\Геометричні параметри\Розмір\Товщина гайки\Велика;isCause;Base\Фактор\Концентрація напружень\Нерівномірне навантаження по виткам різьби\Низьке
Base\Фактор\Міцність\За циклічного навантаження\Висока;Not;Base\Фактор\Міцність\За циклічного навантаження\Низька
Base\Фактор\Міцність\За осьового навантаження;SubClassOf;Base\Фактор\Міцність
Base\Фактор\Пошкодження\Крихкий злам\Уповільнене крихке руйнування\Низьке;Not;Base\Фактор\Пошкодження\Крихкий злам\Уповільнене крихке руйнування
Base\Фактор\Матеріал\Пластичність\Низька;isCause;Base\Фактор\Пошкодження\Крихкий злам\Уповільнене крихке руйнування
Base\Фактор\Пошкодження\Знос\Механохімічний;SubClassOf;Base\Фактор\Пошкодження\Знос
Base\Фактор\Геометричні параметри\Розмір\Довжина головки болта\Велика;isCause;Base\Фактор\Концентрація напружень\Під головкою болта\Низька
Base\Фактор\Матеріал\Жароміцні сплави\Висока робоча температура;isCause;Base\Фактор\Геометричні параметри\Допуск форми\Чутливість до перекосу
Base\Фактор\Геометричні параметри\Шорсткість\Низька;isCause;Base\Фактор\Концентрація напружень\Низька
Base\Фактор\Конструкційні елементи\Герметизуючі елементи;isCause;Base\Фактор\Герметичність
Base\Фактор\Температура\Робоча температура\Висока;isCause;Base\Фактор\Матеріал\Чутливість до концентрації напружень
Base\Фактор\Геометричні параметри\Посадка\З зазором\Зменшення діаметральних зазорів;isCause;Base\Фактор\Концентрація напружень\Низька
Base\Фактор\Геометричні параметри\Допуск форми\Перекос осей;isCause;Base\Фактор\Напруження\Згину
Base\Фактор\Складання\Момент згвинчування\Неоптимальний\Великий;isCause;Base\Фактор\Пошкодження\Залишкова деформація
Base\Фактор\Пошкодження\Залишкова деформація\Зріз витків;SubClassOf;Base\Фактор\Пошкодження\Залишкова деформація
Base\Фактор\Матеріал\Титанові сплави;isCause;Base\Фактор\Пошкодження\Крихкий злам\Уповільнене крихке руйнування
Base\Фактор\Тертя\Зміна коефіцієнта тертя під час повторних згвинчуваннях\Збільшується;Not;Base\Фактор\Тертя\Зміна коефіцієнта тертя під час повторних згвинчуваннях\Зменшується
Base\Фактор\Технологія\Метод виготовлення\Накатування;isCause;Base\Фактор\Пошкодження\Крихкий злам\Уповільнене крихке руйнування\Низьке
Base\Фактор\Складання\Уникнення перекосів;isCause;Base\Фактор\Геометричні параметри\Допуск форми\Перекос осей\Малий
Base\Фактор\Матеріал\Титанові сплави;isCause;Base\Фактор\Матеріал\Корозійностійкі матеріали
Base\Фактор\Навантаження\Крутне\Розгвинчування;SubClassOf;Base\Фактор\Навантаження\Крутне
Base\Фактор\Загальні напрямки підвищення надійності\Захист від механічного спрацювання деталей;isCause;Base\Фактор\Пошкодження\Знос\Зменшення
Base\Фактор\Загальні напрямки підвищення надійності\Захист від корозійно-втомного і статичного руйнування;isCause;Base\Фактор\Міцність
Base\Фактор\Змащення;isCause;Base\Фактор\Тертя\На різьбі\Мале
Base\Фактор\Залишкові напруження\Стиску;isCause;Base\Фактор\Міцність\За циклічного навантаження\Висока
Base\Фактор\Напруження\Розтягу\Болта;Not;Base\Фактор\Напруження\Розтягу\Болта\Зменшення
Base\Фактор\Концентрація напружень\Нерівномірне навантаження по виткам різьби;isCause;Base\Фактор\Концентрація напружень
Base\Фактор\Пошкодження\Залишкова деформація\Деформація тіла гайки;Not;Base\Фактор\Пошкодження\Залишкова деформація\Деформація тіла гайки\Зменшення
Base\Фактор\Матеріал\Корозійностійкі матеріали\Сталі;isCause;Base\Фактор\Пошкодження\Заїдання
Base\Фактор\Матеріал\Титанові сплави;isCause;Base\Фактор\Міцність\За зрізуючого навантаження
Base\Фактор\Тертя\На упорному бурті\Велике;isCause;Base\Фактор\Пошкодження\Заїдання
Base\Фактор\Матеріал\Бериллієві сплави;isCause;Base\Фактор\Маса\Мала
Base\Фактор\Герметичність;isCause;Base\Фактор\Середовище\Корозійне\Захист
Base\Фактор\Геометричні параметри\Посадка\Перехідна;isCause;Base\Фактор\Рухомість з'єднання\Низька
Base\Фактор\Навантаження\Циклічне;isCause;Base\Фактор\Пошкодження\Втомна тріщина
Base\Фактор\Матеріал\Термообробка\Відпуск;SubClassOf;Base\Фактор\Матеріал\Термообробка
Base\Фактор\Змащення\Відсутність;Not;Base\Фактор\Змащення
Base\Фактор\Геометричні параметри\Посадка\З зазором;isCause;Base\Фактор\Рухомість з'єднання
Base\Фактор\Складання\Очищення різьби;isCause;Base\Фактор\Тертя\На різьбі\Мале
Base\Фактор\Покриття\Цинкове;isCause;Base\Фактор\Покриття\Електрохімічна обробка
Base\Фактор\Матеріал\Високоміцні сталі болтів\Сталь07Х16Н6;isCause;Base\Фактор\Міцність\За циклічного навантаження\Висока
Base\Фактор\Покриття\Мідне;isCause;Base\Фактор\Температура\Робоча температура\Максимальна\600
Base\Фактор\Геометричні параметри\Посадка\З натягом;isCause;Base\Фактор\Складання\Момент згвинчування\Неоптимальний\Великий
Base\Фактор\Матеріал\Співвідношення матеріалів\Неоптимальне;isCause;Base\Фактор\Пошкодження\Заїдання
Base\Фактор\Матеріал\Високоміцні сталі болтів;isCause;Base\Фактор\Матеріал\Пластичність\Низька
Base\Фактор\Геометричні параметри\Допуск розміру\Малий;isEffect;Base\Фактор\Складання\Селекційне складання
Base\Фактор\Геометричні параметри\Шорсткість\Низька;isCause;Base\Фактор\Пошкодження\Самовідгвинчування\Зменшення
Base\Фактор\Конструкційні елементи\Опорні поверхні\Сферичні;isCause;Base\Фактор\Напруження\Згину\Зменшення
Base\Фактор\Геометричні параметри\Допуск форми\Чутливість до перекосу;isCause;Base\Фактор\Міцність\За циклічного навантаження\Низька
Base\Фактор\Пошкодження\Самовідгвинчування\Зменшення;Not;Base\Фактор\Пошкодження\Самовідгвинчування
Base\Фактор\Матеріал\Надвисокоміцні сталі;isCause;Base\Фактор\Пошкодження\Залишкова деформація\Зріз стержня\Зменшення
Base\Фактор\Матеріал\Термообробка\В захисній атмосфері;isCause;Base\Фактор\Матеріал\Вуглець у поверхневих шарах\Зменшення
Base\Фактор\Матеріал\Високоміцні сталі болтів\За високих моментів згвинчування і агресивного середовища;And;Base\Фактор\Складання\Момент згвинчування\Неоптимальний\Великий
Base\Фактор\Геометричні параметри\Допуск форми\Перекос опорних поверхонь;isCause;Base\Фактор\Пошкодження\Крихкий злам\Уповільнене крихке руйнування
Base\Фактор\Матеріал\Чутливість до концентрації напружень;Not;Base\Фактор\Матеріал\Чутливість до концентрації напружень\Низька
Base\Фактор\Матеріал\Старіння сталі\Низьковуглецевої;isCause;Base\Фактор\Міцність
Base\Фактор\Геометричні параметри\Розмір\Довжина зарізьбової канавки\Велика;isCause;Base\Фактор\Жорсткість\Болта\Мала
Base\Фактор\Матеріал\Високоміцні сталі болтів;isCause;Base\Фактор\Температура\Робоча температура\Висока
Base\Фактор\Геометричні параметри\Розмір\Довжина гайки\Велика;isCause;Base\Фактор\Концентрація напружень\Нерівномірне навантаження по виткам різьби\Низьке
Base\Фактор\Герметичність\Низька;isCause;Base\Фактор\Пошкодження\Розгерметизація
Base\Фактор\Геометричні параметри\Розмір\Радіус впадин різьби\Збільшення;isCause;Base\Фактор\Концентрація напружень\Низька
Base\Фактор\Складання\Момент згвинчування\Неоптимальний\Малий;isCause;Base\Фактор\Пошкодження\Самовідгвинчування
Base\Фактор\Матеріал\Високоміцні сталі болтів\За високих моментів згвинчування і агресивного середовища;And;Base\Фактор\Середовище\Корозійне
Base\Фактор\Матеріал\Пластмасси;isCause;Base\Фактор\Матеріал\Электричний опір\Великий
Base\Фактор\Стопоріння\Клеєм;SubClassOf;Base\Фактор\Стопоріння
Base\Фактор\Матеріал\Пластичність\Висока\Гайки;isCause;Base\Фактор\Концентрація напружень\Нерівномірне навантаження по виткам різьби\Низьке
Base\Фактор\Матеріал\Співвідношення матеріалів\Пластична гайка;isCause;Base\Фактор\Концентрація напружень\Нерівномірне навантаження по виткам різьби\Низьке
Base\Фактор\Деталі\Гвинтова вставка;isCause;Base\Фактор\Загальні напрямки підвищення надійності\Зменшення механічного спрацювання витків
Base\Фактор\Міцність\За зрізуючого навантаження;isCause;Base\Фактор\Пошкодження\Залишкова деформація\Зріз стержня\Зменшення
Base\Фактор\Пошкодження\Знос;isCause;Base\Фактор\Пошкодження\Залишкова деформація\Зріз витків
